Year,State,Food-at-home per capita sales without taxes and tips (nominal U.S. dollars),Food-away-from-home per capita sales without taxes and tips (nominal U.S. dollars),Total food per capita sales without taxes and tips (nominal U.S. dollars),Food-at-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Food-away-from-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Total food per capita sales without taxes and tips (constant U.S. dollars (1988=100))
2007,Kansas," 1,694.17 "," 1,409.82 "," 3,103.99 "," 1,018.18 ", 819.82 ," 1,838.00 "
2008,Kansas," 1,817.21 "," 1,452.45 "," 3,269.66 "," 1,026.42 ", 806.39 ," 1,832.81 "
2009,Kansas," 1,788.32 "," 1,460.34 "," 3,248.66 "," 1,000.61 ", 781.59 ," 1,782.20 "
2010,Kansas," 1,791.95 "," 1,479.31 "," 3,271.26 ", 998.19 , 783.14 ," 1,781.33 "
2011,Kansas," 1,871.98 "," 1,545.54 "," 3,417.52 ", 995.94 , 798.09 ," 1,794.03 "
2012,Kansas," 1,921.02 "," 1,607.18 "," 3,528.20 ", 995.94 , 806.46 ," 1,802.40 "
2013,Kansas," 2,006.50 "," 1,663.00 "," 3,669.50 "," 1,034.53 ", 814.81 ," 1,849.34 "
2014,Kansas," 2,097.71 "," 1,743.21 "," 3,840.92 "," 1,055.36 ", 831.14 ," 1,886.50 "
2015,Kansas," 2,144.33 "," 1,897.27 "," 4,041.60 "," 1,072.88 ", 877.77 ," 1,950.65 "
2016,Kansas," 2,161.65 "," 1,987.73 "," 4,149.38 "," 1,096.12 ", 896.69 ," 1,992.81 "
2017,Kansas," 2,222.31 "," 2,089.05 "," 4,311.36 "," 1,130.92 ", 926.91 ," 2,057.83 "
2018,Kansas," 2,247.41 "," 2,156.53 "," 4,403.94 "," 1,143.36 ", 934.50 ," 2,077.86 "
2019,Kansas," 2,280.97 "," 2,244.39 "," 4,525.36 "," 1,154.74 ", 947.27 ," 2,102.01 "
2020,Kansas," 2,405.69 "," 2,106.56 "," 4,512.25 "," 1,183.71 ", 867.01 ," 2,050.72 "
2021,Kansas," 2,529.73 "," 2,535.61 "," 5,065.34 "," 1,203.47 ", 993.08 ," 2,196.55 "
2022,Kansas," 2,782.95 "," 2,810.61 "," 5,593.56 "," 1,173.11 "," 1,012.37 "," 2,185.48 "
2023,Kansas," 2,760.63 "," 2,927.96 "," 5,688.59 "," 1,106.01 ", 987.38 ," 2,093.39 "
2024,Kansas," 2,740.86 "," 2,973.96 "," 5,714.82 "," 1,085.97 ", 969.24 ," 2,055.21 "
1997,Kentucky," 1,240.51 "," 1,001.53 "," 2,242.04 ", 922.59 , 769.05 ," 1,691.64 "
1998,Kentucky," 1,282.87 "," 1,045.53 "," 2,328.40 ", 940.18 , 782.23 ," 1,722.41 "
1999,Kentucky," 1,369.47 "," 1,079.68 "," 2,449.15 ", 987.97 , 788.50 ," 1,776.47 "
2000,Kentucky," 1,401.05 "," 1,098.20 "," 2,499.25 ", 984.31 , 784.24 ," 1,768.55 "
2001,Kentucky," 1,432.50 "," 1,140.37 "," 2,572.87 ", 978.44 , 793.08 ," 1,771.52 "
2002,Kentucky," 1,465.62 "," 1,164.35 "," 2,629.97 ", 988.20 , 791.76 ," 1,779.96 "
2003,Kentucky," 1,527.16 "," 1,215.21 "," 2,742.37 "," 1,007.93 ", 807.06 ," 1,814.99 "
2004,Kentucky," 1,615.68 "," 1,312.88 "," 2,928.56 "," 1,025.90 ", 845.77 ," 1,871.67 "
2005,Kentucky," 1,714.56 "," 1,372.28 "," 3,086.84 "," 1,066.98 ", 859.16 ," 1,926.14 "
2006,Kentucky," 1,775.28 "," 1,440.09 "," 3,215.37 "," 1,083.75 ", 874.77 ," 1,958.52 "
2007,Kentucky," 1,880.21 "," 1,497.55 "," 3,377.76 "," 1,101.60 ", 879.63 ," 1,981.23 "
2008,Kentucky," 1,959.07 "," 1,528.83 "," 3,487.90 "," 1,075.49 ", 858.49 ," 1,933.98 "
2009,Kentucky," 1,906.88 "," 1,523.37 "," 3,430.25 "," 1,038.93 ", 825.46 ," 1,864.39 "
2010,Kentucky," 1,956.91 "," 1,559.96 "," 3,516.87 "," 1,059.95 ", 834.65 ," 1,894.60 "
2011,Kentucky," 2,016.59 "," 1,624.25 "," 3,640.84 "," 1,039.08 ", 850.13 ," 1,889.21 "
2012,Kentucky," 2,064.56 "," 1,689.30 "," 3,753.86 "," 1,035.82 ", 860.50 ," 1,896.32 "
2013,Kentucky," 2,093.87 "," 1,765.33 "," 3,859.20 "," 1,038.18 ", 879.05 ," 1,917.23 "
2014,Kentucky," 2,192.38 "," 1,863.97 "," 4,056.35 "," 1,061.17 ", 906.81 ," 1,967.98 "
2015,Kentucky," 2,229.23 "," 2,016.64 "," 4,245.87 "," 1,067.98 ", 952.03 ," 2,020.01 "
2016,Kentucky," 2,240.93 "," 2,142.96 "," 4,383.89 "," 1,089.06 ", 991.84 ," 2,080.90 "
2017,Kentucky," 2,374.38 "," 2,262.24 "," 4,636.62 "," 1,156.48 "," 1,026.38 "," 2,182.86 "
2018,Kentucky," 2,441.84 "," 2,332.40 "," 4,774.24 "," 1,185.79 "," 1,036.35 "," 2,222.14 "
2019,Kentucky," 2,436.60 "," 2,437.31 "," 4,873.91 "," 1,175.16 "," 1,050.66 "," 2,225.82 "
2020,Kentucky," 2,573.35 "," 2,257.60 "," 4,830.95 "," 1,198.92 ", 947.32 ," 2,146.24 "
2021,Kentucky," 2,683.34 "," 2,674.41 "," 5,357.75 "," 1,208.65 "," 1,080.44 "," 2,289.09 "
2022,Kentucky," 2,958.30 "," 2,976.38 "," 5,934.68 "," 1,196.37 "," 1,115.73 "," 2,312.10 "
2023,Kentucky," 2,938.78 "," 3,184.86 "," 6,123.64 "," 1,128.19 "," 1,114.60 "," 2,242.79 "
2024,Kentucky," 2,922.78 "," 3,268.33 "," 6,191.11 "," 1,108.26 "," 1,101.03 "," 2,209.29 "
1997,Louisiana," 1,122.09 ", 982.82 ," 2,104.91 ", 834.52 , 754.68 ," 1,589.20 "
1998,Louisiana," 1,190.11 "," 1,038.37 "," 2,228.48 ", 872.20 , 776.87 ," 1,649.07 "
1999,Louisiana," 1,291.69 "," 1,094.04 "," 2,385.73 ", 931.86 , 798.99 ," 1,730.85 "
2000,Louisiana," 1,329.42 "," 1,161.53 "," 2,490.95 ", 933.99 , 829.47 ," 1,763.46 "
2001,Louisiana," 1,384.98 "," 1,181.96 "," 2,566.94 ", 945.98 , 822.00 ," 1,767.98 "
2002,Louisiana," 1,406.97 "," 1,217.80 "," 2,624.77 ", 948.66 , 828.11 ," 1,776.77 "
2003,Louisiana," 1,431.90 "," 1,284.21 "," 2,716.11 ", 945.05 , 852.89 ," 1,797.94 "
2004,Louisiana," 1,501.27 "," 1,365.34 "," 2,866.61 ", 953.25 , 879.57 ," 1,832.82 "
2005,Louisiana," 1,558.76 "," 1,380.27 "," 2,939.03 ", 970.03 , 864.17 ," 1,834.20 "
2006,Louisiana," 1,678.34 "," 1,446.85 "," 3,125.19 "," 1,024.57 ", 878.88 ," 1,903.45 "
2007,Louisiana," 1,753.74 "," 1,518.28 "," 3,272.02 "," 1,027.50 ", 891.81 ," 1,919.31 "
2008,Louisiana," 1,833.74 "," 1,556.64 "," 3,390.38 "," 1,006.69 ", 874.10 ," 1,880.79 "
2009,Louisiana," 1,815.51 "," 1,561.86 "," 3,377.37 ", 989.15 , 846.31 ," 1,835.46 "
2010,Louisiana," 1,844.26 "," 1,596.25 "," 3,440.51 ", 998.93 , 854.06 ," 1,852.99 "
2011,Louisiana," 1,933.51 "," 1,699.44 "," 3,632.95 ", 996.28 , 889.49 ," 1,885.77 "
2012,Louisiana," 1,983.20 "," 1,772.81 "," 3,756.01 ", 995.00 , 903.04 ," 1,898.04 "
2013,Louisiana," 2,029.37 "," 1,848.58 "," 3,877.95 "," 1,006.20 ", 920.51 ," 1,926.71 "
2014,Louisiana," 2,126.49 "," 1,980.93 "," 4,107.42 "," 1,029.28 ", 963.72 ," 1,993.00 "
2015,Louisiana," 2,189.90 "," 2,143.82 "," 4,333.72 "," 1,049.14 "," 1,012.08 "," 2,061.22 "
2016,Louisiana," 2,219.40 "," 2,283.24 "," 4,502.64 "," 1,078.59 "," 1,056.77 "," 2,135.36 "
2017,Louisiana," 2,385.61 "," 2,405.63 "," 4,791.24 "," 1,161.95 "," 1,091.44 "," 2,253.39 "
2018,Louisiana," 2,441.61 "," 2,519.37 "," 4,960.98 "," 1,185.68 "," 1,119.43 "," 2,305.11 "
2019,Louisiana," 2,494.93 "," 2,625.83 "," 5,120.76 "," 1,203.29 "," 1,131.93 "," 2,335.22 "
2020,Louisiana," 2,633.39 "," 2,353.73 "," 4,987.12 "," 1,226.90 ", 987.66 ," 2,214.56 "
2021,Louisiana," 2,799.65 "," 2,882.35 "," 5,682.00 "," 1,261.05 "," 1,164.45 "," 2,425.50 "
2022,Louisiana," 3,174.40 "," 3,172.30 "," 6,346.70 "," 1,283.76 "," 1,189.18 "," 2,472.94 "
2023,Louisiana," 3,217.02 "," 3,344.63 "," 6,561.65 "," 1,235.01 "," 1,170.52 "," 2,405.53 "
2024,Louisiana," 3,263.79 "," 3,405.72 "," 6,669.51 "," 1,237.57 "," 1,147.31 "," 2,384.88 "
1997,Maine," 1,573.72 ", 973.96 ," 2,547.68 "," 1,161.74 ", 771.36 ," 1,933.10 "
1998,Maine," 1,656.71 "," 1,028.56 "," 2,685.27 "," 1,205.07 ", 794.68 ," 1,999.75 "
1999,Maine," 1,758.46 "," 1,088.04 "," 2,846.50 "," 1,252.28 ", 817.16 ," 2,069.44 "
2000,Maine," 1,853.37 "," 1,207.45 "," 3,060.82 "," 1,298.89 ", 887.85 ," 2,186.74 "
2001,Maine," 1,977.63 "," 1,243.36 "," 3,220.99 "," 1,343.25 ", 887.91 ," 2,231.16 "
2002,Maine," 2,042.30 "," 1,291.04 "," 3,333.34 "," 1,372.29 ", 899.60 ," 2,271.89 "
2003,Maine," 2,129.59 "," 1,368.11 "," 3,497.70 "," 1,399.35 ", 933.74 ," 2,333.09 "
2004,Maine," 2,277.19 "," 1,437.79 "," 3,714.98 "," 1,433.03 ", 955.51 ," 2,388.54 "
2005,Maine," 2,357.39 "," 1,493.30 "," 3,850.69 "," 1,445.28 ", 965.00 ," 2,410.28 "
2006,Maine," 2,429.61 "," 1,569.99 "," 3,999.60 "," 1,456.54 ", 979.01 ," 2,435.55 "
2007,Maine," 2,570.58 "," 1,635.45 "," 4,206.03 "," 1,483.15 ", 978.54 ," 2,461.69 "
2008,Maine," 2,638.66 "," 1,688.29 "," 4,326.95 "," 1,433.60 ", 966.74 ," 2,400.34 "
2009,Maine," 2,565.49 "," 1,670.84 "," 4,236.33 "," 1,380.22 ", 925.24 ," 2,305.46 "
2010,Maine," 2,560.14 "," 1,740.74 "," 4,300.88 "," 1,364.44 ", 949.15 ," 2,313.59 "
2011,Maine," 2,661.68 "," 1,830.30 "," 4,491.98 "," 1,360.04 ", 974.07 ," 2,334.11 "
2012,Maine," 2,717.00 "," 1,887.22 "," 4,604.22 "," 1,351.27 ", 978.12 ," 2,329.39 "
2013,Maine," 2,767.37 "," 2,028.34 "," 4,795.71 "," 1,364.93 "," 1,033.84 "," 2,398.77 "
2014,Maine," 2,831.61 "," 2,110.57 "," 4,942.18 "," 1,373.17 "," 1,052.57 "," 2,425.74 "
2015,Maine," 2,842.08 "," 2,272.55 "," 5,114.63 "," 1,359.49 "," 1,107.60 "," 2,467.09 "
2016,Maine," 2,884.36 "," 2,415.43 "," 5,299.79 "," 1,398.41 "," 1,146.71 "," 2,545.12 "
2017,Maine," 2,933.01 "," 2,595.32 "," 5,528.33 "," 1,419.80 "," 1,203.78 "," 2,623.58 "
2018,Maine," 3,057.84 "," 2,705.86 "," 5,763.70 "," 1,462.20 "," 1,221.32 "," 2,683.52 "
2019,Maine," 3,146.36 "," 2,812.22 "," 5,958.58 "," 1,492.57 "," 1,233.94 "," 2,726.51 "
2020,Maine," 3,284.49 "," 2,323.03 "," 5,607.52 "," 1,506.48 ", 983.72 ," 2,490.20 "
2021,Maine," 3,555.66 "," 2,830.72 "," 6,386.38 "," 1,593.44 "," 1,144.21 "," 2,737.65 "
2022,Maine," 3,819.66 "," 3,266.53 "," 7,086.19 "," 1,554.41 "," 1,235.30 "," 2,789.71 "
2023,Maine," 3,774.00 "," 3,366.32 "," 7,140.32 "," 1,465.74 "," 1,191.24 "," 2,656.98 "
2024,Maine," 3,745.99 "," 3,447.54 "," 7,193.53 "," 1,441.85 "," 1,169.00 "," 2,610.85 "
1997,Maryland," 1,528.42 "," 1,052.55 "," 2,580.97 "," 1,136.72 ", 808.23 ," 1,944.95 "
1998,Maryland," 1,503.01 "," 1,093.54 "," 2,596.55 "," 1,101.51 ", 818.15 ," 1,919.66 "
1999,Maryland," 1,555.39 "," 1,129.19 "," 2,684.58 "," 1,122.09 ", 824.66 ," 1,946.75 "
2000,Maryland," 1,591.06 "," 1,183.18 "," 2,774.24 "," 1,117.80 ", 844.93 ," 1,962.73 "
2001,Maryland," 1,636.71 "," 1,220.04 "," 2,856.75 "," 1,117.92 ", 848.48 ," 1,966.40 "
2002,Maryland," 1,629.92 "," 1,292.00 "," 2,921.92 "," 1,098.98 ", 878.56 ," 1,977.54 "
2003,Maryland," 1,690.08 "," 1,355.14 "," 3,045.22 "," 1,115.45 ", 899.99 ," 2,015.44 "
2004,Maryland," 1,717.25 "," 1,433.76 "," 3,151.01 "," 1,090.39 ", 923.64 ," 2,014.03 "
2005,Maryland," 1,683.70 "," 1,502.36 "," 3,186.06 "," 1,047.78 ", 940.61 ," 1,988.39 "
2006,Maryland," 1,787.13 "," 1,565.80 "," 3,352.93 "," 1,090.98 ", 951.14 ," 2,042.12 "
2007,Maryland," 1,855.14 "," 1,639.67 "," 3,494.81 "," 1,086.91 ", 963.11 ," 2,050.02 "
2008,Maryland," 1,911.20 "," 1,674.69 "," 3,585.89 "," 1,049.21 ", 940.39 ," 1,989.60 "
2009,Maryland," 1,881.69 "," 1,654.53 "," 3,536.22 "," 1,025.20 ", 896.53 ," 1,921.73 "
2010,Maryland," 1,921.33 "," 1,674.55 "," 3,595.88 "," 1,040.68 ", 895.96 ," 1,936.64 "
2011,Maryland," 1,980.03 "," 1,752.87 "," 3,732.90 "," 1,020.25 ", 917.45 ," 1,937.70 "
2012,Maryland," 2,012.58 "," 1,849.25 "," 3,861.83 "," 1,009.74 ", 941.98 ," 1,951.72 "
2013,Maryland," 2,093.22 "," 1,935.72 "," 4,028.94 "," 1,037.86 ", 963.90 ," 2,001.76 "
2014,Maryland," 2,144.60 "," 2,053.80 "," 4,198.40 "," 1,038.04 ", 999.17 ," 2,037.21 "
2015,Maryland," 2,132.09 "," 2,227.18 "," 4,359.27 "," 1,021.44 "," 1,051.43 "," 2,072.87 "
2016,Maryland," 2,150.29 "," 2,359.42 "," 4,509.71 "," 1,045.01 "," 1,092.03 "," 2,137.04 "
2017,Maryland," 2,126.84 "," 2,507.92 "," 4,634.76 "," 1,035.91 "," 1,137.85 "," 2,173.76 "
2018,Maryland," 2,179.60 "," 2,590.56 "," 4,770.16 "," 1,058.44 "," 1,151.05 "," 2,209.49 "
2019,Maryland," 2,205.50 "," 2,689.72 "," 4,895.22 "," 1,063.70 "," 1,159.47 "," 2,223.17 "
2020,Maryland," 2,291.55 "," 2,231.93 "," 4,523.48 "," 1,067.64 ", 936.56 ," 2,004.20 "
2021,Maryland," 2,488.01 "," 2,695.45 "," 5,183.46 "," 1,120.67 "," 1,088.94 "," 2,209.61 "
2022,Maryland," 2,762.63 "," 3,103.10 "," 5,865.73 "," 1,117.24 "," 1,163.24 "," 2,280.48 "
2023,Maryland," 2,790.08 "," 3,275.73 "," 6,065.81 "," 1,071.10 "," 1,146.40 "," 2,217.50 "
2024,Maryland," 2,811.70 "," 3,339.07 "," 6,150.77 "," 1,066.14 "," 1,124.86 "," 2,191.00 "
1997,Massachusetts," 1,450.64 "," 1,183.37 "," 2,634.01 "," 1,070.88 ", 937.20 ," 2,008.08 "
1998,Massachusetts," 1,466.80 "," 1,238.43 "," 2,705.23 "," 1,066.93 ", 956.83 ," 2,023.76 "
1999,Massachusetts," 1,535.06 "," 1,297.19 "," 2,832.25 "," 1,093.19 ", 974.24 ," 2,067.43 "
2000,Massachusetts," 1,507.67 "," 1,356.25 "," 2,863.92 "," 1,056.62 ", 997.27 ," 2,053.89 "
2001,Massachusetts," 1,536.01 "," 1,404.44 "," 2,940.45 "," 1,043.29 "," 1,002.95 "," 2,046.24 "
2002,Massachusetts," 1,564.93 "," 1,477.03 "," 3,041.96 "," 1,051.53 "," 1,029.20 "," 2,080.73 "
2003,Massachusetts," 1,601.89 "," 1,544.46 "," 3,146.35 "," 1,052.60 "," 1,054.10 "," 2,106.70 "
2004,Massachusetts," 1,666.01 "," 1,634.04 "," 3,300.05 "," 1,048.42 "," 1,085.92 "," 2,134.34 "
2005,Massachusetts," 1,735.35 "," 1,704.97 "," 3,440.32 "," 1,063.92 "," 1,101.78 "," 2,165.70 "
2006,Massachusetts," 1,798.71 "," 1,803.38 "," 3,602.09 "," 1,078.32 "," 1,124.56 "," 2,202.88 "
2007,Massachusetts," 1,875.59 "," 1,893.67 "," 3,769.26 "," 1,082.17 "," 1,133.05 "," 2,215.22 "
2008,Massachusetts," 1,976.86 "," 1,936.52 "," 3,913.38 "," 1,074.04 "," 1,108.88 "," 2,182.92 "
2009,Massachusetts," 1,983.03 "," 1,923.08 "," 3,906.11 "," 1,066.86 "," 1,064.92 "," 2,131.78 "
2010,Massachusetts," 2,071.21 "," 1,997.56 "," 4,068.77 "," 1,103.86 "," 1,089.18 "," 2,193.04 "
2011,Massachusetts," 2,210.34 "," 2,108.27 "," 4,318.61 "," 1,129.42 "," 1,122.01 "," 2,251.43 "
2012,Massachusetts," 2,272.09 "," 2,213.40 "," 4,485.49 "," 1,130.00 "," 1,147.18 "," 2,277.18 "
2013,Massachusetts," 2,291.13 "," 2,304.02 "," 4,595.15 "," 1,130.03 "," 1,174.36 "," 2,304.39 "
2014,Massachusetts," 2,326.60 "," 2,468.20 "," 4,794.80 "," 1,128.27 "," 1,230.93 "," 2,359.20 "
2015,Massachusetts," 2,366.21 "," 2,658.03 "," 5,024.24 "," 1,131.86 "," 1,295.48 "," 2,427.34 "
2016,Massachusetts," 2,360.06 "," 2,821.19 "," 5,181.25 "," 1,144.22 "," 1,339.34 "," 2,483.56 "
2017,Massachusetts," 2,364.28 "," 3,007.39 "," 5,371.67 "," 1,144.49 "," 1,394.91 "," 2,539.40 "
2018,Massachusetts," 2,440.74 "," 3,121.73 "," 5,562.47 "," 1,167.12 "," 1,409.03 "," 2,576.15 "
2019,Massachusetts," 2,522.64 "," 3,249.92 "," 5,772.56 "," 1,196.69 "," 1,426.00 "," 2,622.69 "
2020,Massachusetts," 2,566.39 "," 2,526.73 "," 5,093.12 "," 1,177.11 "," 1,069.98 "," 2,247.09 "
2021,Massachusetts," 2,648.16 "," 3,179.96 "," 5,828.12 "," 1,186.75 "," 1,285.38 "," 2,472.13 "
2022,Massachusetts," 2,834.37 "," 3,793.45 "," 6,627.82 "," 1,153.45 "," 1,434.57 "," 2,588.02 "
2023,Massachusetts," 2,873.50 "," 4,220.88 "," 7,094.38 "," 1,116.01 "," 1,493.63 "," 2,609.64 "
2024,Massachusetts," 2,909.80 "," 4,455.03 "," 7,364.83 "," 1,119.99 "," 1,510.62 "," 2,630.61 "
1997,Michigan," 1,054.80 ", 905.10 ," 1,959.90 ", 788.88 , 690.24 ," 1,479.12 "
1998,Michigan," 1,087.27 ", 939.07 ," 2,026.34 ", 798.63 , 698.08 ," 1,496.71 "
1999,Michigan," 1,155.41 ", 969.70 ," 2,125.11 ", 831.18 , 703.12 ," 1,534.30 "
2000,Michigan," 1,238.51 "," 1,049.23 "," 2,287.74 ", 870.81 , 739.86 ," 1,610.67 "
2001,Michigan," 1,297.21 "," 1,070.90 "," 2,368.11 ", 884.53 , 734.06 ," 1,618.59 "
2002,Michigan," 1,306.94 "," 1,118.97 "," 2,425.91 ", 884.35 , 750.86 ," 1,635.21 "
2003,Michigan," 1,348.18 "," 1,163.86 "," 2,512.04 ", 899.57 , 765.73 ," 1,665.30 "
2004,Michigan," 1,402.92 "," 1,219.32 "," 2,622.24 ", 909.72 , 779.18 ," 1,688.90 "
2005,Michigan," 1,455.81 "," 1,284.44 "," 2,740.25 ", 924.24 , 793.69 ," 1,717.93 "
2006,Michigan," 1,508.23 "," 1,342.02 "," 2,850.25 ", 942.44 , 807.26 ," 1,749.70 "
2007,Michigan," 1,568.16 "," 1,379.98 "," 2,948.14 ", 942.45 , 802.47 ," 1,744.92 "
2008,Michigan," 1,623.49 "," 1,393.98 "," 3,017.47 ", 917.00 , 773.93 ," 1,690.93 "
2009,Michigan," 1,597.00 "," 1,359.44 "," 2,956.44 ", 893.56 , 727.59 ," 1,621.15 "
2010,Michigan," 1,653.18 "," 1,406.33 "," 3,059.51 ", 920.89 , 744.50 ," 1,665.39 "
2011,Michigan," 1,723.49 "," 1,471.08 "," 3,194.57 ", 916.94 , 759.64 ," 1,676.58 "
2012,Michigan," 1,762.98 "," 1,547.12 "," 3,310.10 ", 914.00 , 776.33 ," 1,690.33 "
2013,Michigan," 1,842.85 "," 1,609.42 "," 3,452.27 ", 950.16 , 788.56 ," 1,738.72 "
2014,Michigan," 1,917.74 "," 1,705.81 "," 3,623.55 ", 964.81 , 813.31 ," 1,778.12 "
2015,Michigan," 1,949.86 "," 1,834.47 "," 3,784.33 ", 975.58 , 848.72 ," 1,824.30 "
2016,Michigan," 1,992.41 "," 1,943.62 "," 3,936.03 "," 1,010.31 ", 876.79 ," 1,887.10 "
2017,Michigan," 2,111.64 "," 2,054.94 "," 4,166.58 "," 1,074.60 ", 911.77 ," 1,986.37 "
2018,Michigan," 2,152.40 "," 2,111.96 "," 4,264.36 "," 1,095.02 ", 915.19 ," 2,010.21 "
2019,Michigan," 2,199.25 "," 2,185.16 "," 4,384.41 "," 1,113.37 ", 922.27 ," 2,035.64 "
2020,Michigan," 2,251.35 "," 1,868.45 "," 4,119.80 "," 1,107.77 ", 769.01 ," 1,876.78 "
2021,Michigan," 2,428.74 "," 2,263.48 "," 4,692.22 "," 1,155.43 ", 886.50 ," 2,041.93 "
2022,Michigan," 2,774.94 "," 2,610.30 "," 5,385.24 "," 1,169.74 ", 940.22 ," 2,109.96 "
2023,Michigan," 2,853.52 "," 2,854.52 "," 5,708.04 "," 1,143.22 ", 962.62 ," 2,105.84 "
2024,Michigan," 2,936.48 "," 2,996.94 "," 5,933.42 "," 1,163.48 ", 976.72 ," 2,140.20 "
1997,Minnesota," 1,356.07 "," 1,018.92 "," 2,374.99 "," 1,014.19 ", 777.05 ," 1,791.24 "
1998,Minnesota," 1,367.85 "," 1,065.60 "," 2,433.45 "," 1,004.72 ", 792.14 ," 1,796.86 "
1999,Minnesota," 1,431.17 "," 1,109.58 "," 2,540.75 "," 1,029.55 ", 804.55 ," 1,834.10 "
2000,Minnesota," 1,446.71 "," 1,157.24 "," 2,603.95 "," 1,017.20 ", 816.02 ," 1,833.22 "
2001,Minnesota," 1,515.21 "," 1,198.91 "," 2,714.12 "," 1,033.18 ", 821.81 ," 1,854.99 "
2002,Minnesota," 1,518.50 "," 1,247.41 "," 2,765.91 "," 1,027.51 ", 837.05 ," 1,864.56 "
2003,Minnesota," 1,556.85 "," 1,304.35 "," 2,861.20 "," 1,038.81 ", 858.17 ," 1,896.98 "
2004,Minnesota," 1,610.02 "," 1,388.32 "," 2,998.34 "," 1,044.02 ", 887.17 ," 1,931.19 "
2005,Minnesota," 1,699.16 "," 1,469.04 "," 3,168.20 "," 1,078.73 ", 907.76 ," 1,986.49 "
2006,Minnesota," 1,748.13 "," 1,523.34 "," 3,271.47 "," 1,092.34 ", 916.34 ," 2,008.68 "
2007,Minnesota," 1,795.45 "," 1,577.74 "," 3,373.19 "," 1,079.05 ", 917.46 ," 1,996.51 "
2008,Minnesota," 1,816.07 "," 1,592.17 "," 3,408.24 "," 1,025.78 ", 883.96 ," 1,909.74 "
2009,Minnesota," 1,764.56 "," 1,570.09 "," 3,334.65 ", 987.32 , 840.33 ," 1,827.65 "
2010,Minnesota," 1,784.28 "," 1,588.21 "," 3,372.49 ", 993.92 , 840.79 ," 1,834.71 "
2011,Minnesota," 1,866.29 "," 1,664.10 "," 3,530.39 ", 992.91 , 859.31 ," 1,852.22 "
2012,Minnesota," 1,936.80 "," 1,723.82 "," 3,660.62 "," 1,004.12 ", 864.99 ," 1,869.11 "
2013,Minnesota," 2,038.27 "," 1,786.85 "," 3,825.12 "," 1,050.91 ", 875.49 ," 1,926.40 "
2014,Minnesota," 2,101.14 "," 1,880.16 "," 3,981.30 "," 1,057.08 ", 896.44 ," 1,953.52 "
2015,Minnesota," 2,116.60 "," 2,022.33 "," 4,138.93 "," 1,059.01 ", 935.63 ," 1,994.64 "
2016,Minnesota," 2,172.05 "," 2,123.81 "," 4,295.86 "," 1,101.40 ", 958.07 ," 2,059.47 "
2017,Minnesota," 2,247.64 "," 2,236.14 "," 4,483.78 "," 1,143.81 ", 992.17 ," 2,135.98 "
2018,Minnesota," 2,325.79 "," 2,298.65 "," 4,624.44 "," 1,183.24 ", 996.09 ," 2,179.33 "
2019,Minnesota," 2,347.89 "," 2,365.87 "," 4,713.76 "," 1,188.62 ", 998.54 ," 2,187.16 "
2020,Minnesota," 2,411.20 "," 1,999.70 "," 4,410.90 "," 1,186.42 ", 823.03 ," 2,009.45 "
2021,Minnesota," 2,561.50 "," 2,447.68 "," 5,009.18 "," 1,218.58 ", 958.64 ," 2,177.22 "
2022,Minnesota," 2,711.53 "," 2,783.48 "," 5,495.01 "," 1,143.01 "," 1,002.60 "," 2,145.61 "
2023,Minnesota," 2,717.89 "," 2,978.53 "," 5,696.42 "," 1,088.89 "," 1,004.44 "," 2,093.33 "
2024,Minnesota," 2,729.53 "," 3,089.29 "," 5,818.82 "," 1,081.48 "," 1,006.82 "," 2,088.30 "
1997,Mississippi," 1,015.73 ", 845.14 ," 1,860.87 ", 755.42 , 648.97 ," 1,404.39 "
1998,Mississippi," 1,060.85 ", 916.53 ," 1,977.38 ", 777.47 , 685.72 ," 1,463.19 "
1999,Mississippi," 1,151.81 ", 997.06 ," 2,148.87 ", 830.94 , 728.16 ," 1,559.10 "
2000,Mississippi," 1,172.81 "," 1,045.43 "," 2,218.24 ", 823.97 , 746.56 ," 1,570.53 "
2001,Mississippi," 1,255.22 "," 1,064.13 "," 2,319.35 ", 857.35 , 740.06 ," 1,597.41 "
2002,Mississippi," 1,303.50 "," 1,141.81 "," 2,445.31 ", 878.90 , 776.43 ," 1,655.33 "
2003,Mississippi," 1,344.42 "," 1,192.54 "," 2,536.96 ", 887.32 , 792.01 ," 1,679.33 "
2004,Mississippi," 1,423.23 "," 1,255.96 "," 2,679.19 ", 903.70 , 809.10 ," 1,712.80 "
2005,Mississippi," 1,499.91 "," 1,294.35 "," 2,794.26 ", 933.40 , 810.37 ," 1,743.77 "
2006,Mississippi," 1,592.00 "," 1,341.46 "," 2,933.46 ", 971.86 , 814.86 ," 1,786.72 "
2007,Mississippi," 1,654.24 "," 1,398.39 "," 3,052.63 ", 969.21 , 821.39 ," 1,790.60 "
2008,Mississippi," 1,721.34 "," 1,437.60 "," 3,158.94 ", 944.98 , 807.26 ," 1,752.24 "
2009,Mississippi," 1,688.63 "," 1,433.02 "," 3,121.65 ", 920.02 , 776.50 ," 1,696.52 "
2010,Mississippi," 1,760.70 "," 1,469.56 "," 3,230.26 ", 953.67 , 786.28 ," 1,739.95 "
2011,Mississippi," 1,836.00 "," 1,541.36 "," 3,377.36 ", 946.03 , 806.75 ," 1,752.78 "
